statistic,statistic_label,tlist(a1),year,c02339v02812,county,c03346v04033,dwelling_status,c03341v04028,stamp_duty_event,c03344v04031,type_of_buyer,c03342v04029,type_of_sale,unit,value
HPA02C01,Volume Of Sales,2013,2013,16,Limerick,02,Existing,1,Filings,-,All Buyer Types,01,Market,Number,738.0
HPA02C01,Volume Of Sales,2013,2013,16,Limerick,02,Existing,1,Filings,01,Household Buyer - All,01,Market,Number,705.0
HPA02C01,Volume Of Sales,2013,2013,16,Limerick,02,Existing,2,Executions,-,All Buyer Types,01,Market,Number,710.0
HPA02C01,Volume Of Sales,2013,2013,16,Limerick,02,Existing,2,Executions,01,Household Buyer - All,01,Market,Number,683.0
HPA02C01,Volume Of Sales,2013,2013,17,Tipperary,01,New,1,Filings,-,All Buyer Types,01,Market,Number,50.0
HPA02C01,Volume Of Sales,2013,2013,17,Tipperary,01,New,1,Filings,01,Household Buyer - All,01,Market,Number,48.0
HPA02C01,Volume Of Sales,2013,2013,17,Tipperary,01,New,2,Executions,-,All Buyer Types,01,Market,Number,50.0
HPA02C01,Volume Of Sales,2013,2013,17,Tipperary,01,New,2,Executions,01,Household Buyer - All,01,Market,Number,47.0
HPA02C01,Volume Of Sales,2013,2013,17,Tipperary,02,Existing,1,Filings,-,All Buyer Types,01,Market,Number,561.0
HPA02C01,Volume Of Sales,2013,2013,17,Tipperary,02,Existing,1,Filings,01,Household Buyer - All,01,Market,Number,531.0
HPA02C01,Volume Of Sales,2013,2013,17,Tipperary,02,Existing,2,Executions,-,All Buyer Types,01,Market,Number,582.0
HPA02C01,Volume Of Sales,2013,2013,17,Tipperary,02,Existing,2,Executions,01,Household Buyer - All,01,Market,Number,548.0
HPA02C01,Volume Of Sales,2013,2013,18,Waterford,01,New,1,Filings,-,All Buyer Types,01,Market,Number,65.0
HPA02C01,Volume Of Sales,2013,2013,18,Waterford,01,New,1,Filings,01,Household Buyer - All,01,Market,Number,60.0
HPA02C01,Volume Of Sales,2013,2013,18,Waterford,01,New,2,Executions,-,All Buyer Types,01,Market,Number,62.0
HPA02C01,Volume Of Sales,2013,2013,18,Waterford,01,New,2,Executions,01,Household Buyer - All,01,Market,Number,54.0
HPA02C01,Volume Of Sales,2013,2013,18,Waterford,02,Existing,1,Filings,-,All Buyer Types,01,Market,Number,582.0
HPA02C01,Volume Of Sales,2013,2013,18,Waterford,02,Existing,1,Filings,01,Household Buyer - All,01,Market,Number,562.0
HPA02C01,Volume Of Sales,2013,2013,18,Waterford,02,Existing,2,Executions,-,All Buyer Types,01,Market,Number,610.0
HPA02C01,Volume Of Sales,2013,2013,18,Waterford,02,Existing,2,Executions,01,Household Buyer - All,01,Market,Number,587.0
HPA02C01,Volume Of Sales,2013,2013,19,Galway,01,New,1,Filings,-,All Buyer Types,01,Market,Number,136.0
HPA02C01,Volume Of Sales,2013,2013,19,Galway,01,New,1,Filings,01,Household Buyer - All,01,Market,Number,128.0
HPA02C01,Volume Of Sales,2013,2013,19,Galway,01,New,2,Executions,-,All Buyer Types,01,Market,Number,151.0
HPA02C01,Volume Of Sales,2013,2013,19,Galway,01,New,2,Executions,01,Household Buyer - All,01,Market,Number,118.0
HPA02C01,Volume Of Sales,2013,2013,19,Galway,02,Existing,1,Filings,-,All Buyer Types,01,Market,Number,1182.0
HPA02C01,Volume Of Sales,2013,2013,19,Galway,02,Existing,1,Filings,01,Household Buyer - All,01,Market,Number,1091.0
HPA02C01,Volume Of Sales,2013,2013,19,Galway,02,Existing,2,Executions,-,All Buyer Types,01,Market,Number,1214.0
HPA02C01,Volume Of Sales,2013,2013,19,Galway,02,Existing,2,Executions,01,Household Buyer - All,01,Market,Number,1140.0
HPA02C01,Volume Of Sales,2013,2013,20,Leitrim,01,New,1,Filings,-,All Buyer Types,01,Market,Number,76.0
HPA02C01,Volume Of Sales,2013,2013,20,Leitrim,01,New,1,Filings,01,Household Buyer - All,01,Market,Number,72.0
HPA02C01,Volume Of Sales,2013,2013,20,Leitrim,01,New,2,Executions,-,All Buyer Types,01,Market,Number,81.0
HPA02C01,Volume Of Sales,2013,2013,20,Leitrim,01,New,2,Executions,01,Household Buyer - All,01,Market,Number,77.0
HPA02C01,Volume Of Sales,2013,2013,20,Leitrim,02,Existing,1,Filings,-,All Buyer Types,01,Market,Number,184.0
HPA02C01,Volume Of Sales,2013,2013,20,Leitrim,02,Existing,1,Filings,01,Household Buyer - All,01,Market,Number,183.0
HPA02C01,Volume Of Sales,2013,2013,20,Leitrim,02,Existing,2,Executions,-,All Buyer Types,01,Market,Number,202.0
HPA02C01,Volume Of Sales,2013,2013,20,Leitrim,02,Existing,2,Executions,01,Household Buyer - All,01,Market,Number,201.0
HPA02C01,Volume Of Sales,2013,2013,21,Mayo,01,New,1,Filings,-,All Buyer Types,01,Market,Number,63.0
HPA02C01,Volume Of Sales,2013,2013,21,Mayo,01,New,1,Filings,01,Household Buyer - All,01,Market,Number,62.0
HPA02C01,Volume Of Sales,2013,2013,21,Mayo,01,New,2,Executions,-,All Buyer Types,01,Market,Number,57.0
HPA02C01,Volume Of Sales,2013,2013,21,Mayo,01,New,2,Executions,01,Household Buyer - All,01,Market,Number,57.0
HPA02C01,Volume Of Sales,2013,2013,21,Mayo,02,Existing,1,Filings,-,All Buyer Types,01,Market,Number,414.0
HPA02C01,Volume Of Sales,2013,2013,21,Mayo,02,Existing,1,Filings,01,Household Buyer - All,01,Market,Number,407.0
HPA02C01,Volume Of Sales,2013,2013,21,Mayo,02,Existing,2,Executions,-,All Buyer Types,01,Market,Number,412.0
HPA02C01,Volume Of Sales,2013,2013,21,Mayo,02,Existing,2,Executions,01,Household Buyer - All,01,Market,Number,402.0
HPA02C01,Volume Of Sales,2013,2013,22,Roscommon,01,New,1,Filings,-,All Buyer Types,01,Market,Number,99.0
HPA02C01,Volume Of Sales,2013,2013,22,Roscommon,01,New,1,Filings,01,Household Buyer - All,01,Market,Number,97.0
HPA02C01,Volume Of Sales,2013,2013,22,Roscommon,01,New,2,Executions,-,All Buyer Types,01,Market,Number,104.0
HPA02C01,Volume Of Sales,2013,2013,22,Roscommon,01,New,2,Executions,01,Household Buyer - All,01,Market,Number,102.0
HPA02C01,Volume Of Sales,2013,2013,22,Roscommon,02,Existing,1,Filings,-,All Buyer Types,01,Market,Number,315.0
HPA02C01,Volume Of Sales,2013,2013,22,Roscommon,02,Existing,1,Filings,01,Household Buyer - All,01,Market,Number,311.0
HPA02C01,Volume Of Sales,2013,2013,22,Roscommon,02,Existing,2,Executions,-,All Buyer Types,01,Market,Number,328.0
HPA02C01,Volume Of Sales,2013,2013,22,Roscommon,02,Existing,2,Executions,01,Household Buyer - All,01,Market,Number,324.0
HPA02C01,Volume Of Sales,2013,2013,23,Sligo,01,New,1,Filings,-,All Buyer Types,01,Market,Number,72.0
HPA02C01,Volume Of Sales,2013,2013,23,Sligo,01,New,1,Filings,01,Household Buyer - All,01,Market,Number,71.0
HPA02C01,Volume Of Sales,2013,2013,23,Sligo,01,New,2,Executions,-,All Buyer Types,01,Market,Number,68.0
HPA02C01,Volume Of Sales,2013,2013,23,Sligo,01,New,2,Executions,01,Household Buyer - All,01,Market,Number,67.0
HPA02C01,Volume Of Sales,2013,2013,23,Sligo,02,Existing,1,Filings,-,All Buyer Types,01,Market,Number,301.0
HPA02C01,Volume Of Sales,2013,2013,23,Sligo,02,Existing,1,Filings,01,Household Buyer - All,01,Market,Number,292.0
HPA02C01,Volume Of Sales,2013,2013,23,Sligo,02,Existing,2,Executions,-,All Buyer Types,01,Market,Number,293.0
HPA02C01,Volume Of Sales,2013,2013,23,Sligo,02,Existing,2,Executions,01,Household Buyer - All,01,Market,Number,284.0
HPA02C01,Volume Of Sales,2013,2013,24,Cavan,01,New,1,Filings,-,All Buyer Types,01,Market,Number,103.0
HPA02C01,Volume Of Sales,2013,2013,24,Cavan,01,New,1,Filings,01,Household Buyer - All,01,Market,Number,102.0
HPA02C01,Volume Of Sales,2013,2013,24,Cavan,01,New,2,Executions,-,All Buyer Types,01,Market,Number,100.0
HPA02C01,Volume Of Sales,2013,2013,24,Cavan,01,New,2,Executions,01,Household Buyer - All,01,Market,Number,96.0
HPA02C01,Volume Of Sales,2013,2013,24,Cavan,02,Existing,1,Filings,-,All Buyer Types,01,Market,Number,277.0
HPA02C01,Volume Of Sales,2013,2013,24,Cavan,02,Existing,1,Filings,01,Household Buyer - All,01,Market,Number,274.0
HPA02C01,Volume Of Sales,2013,2013,24,Cavan,02,Existing,2,Executions,-,All Buyer Types,01,Market,Number,287.0
HPA02C01,Volume Of Sales,2013,2013,24,Cavan,02,Existing,2,Executions,01,Household Buyer - All,01,Market,Number,277.0
HPA02C01,Volume Of Sales,2013,2013,25,Donegal,01,New,1,Filings,-,All Buyer Types,01,Market,Number,85.0
HPA02C01,Volume Of Sales,2013,2013,25,Donegal,01,New,1,Filings,01,Household Buyer - All,01,Market,Number,85.0
HPA02C01,Volume Of Sales,2013,2013,25,Donegal,01,New,2,Executions,-,All Buyer Types,01,Market,Number,70.0
HPA02C01,Volume Of Sales,2013,2013,25,Donegal,01,New,2,Executions,01,Household Buyer - All,01,Market,Number,70.0
HPA02C01,Volume Of Sales,2013,2013,25,Donegal,02,Existing,1,Filings,-,All Buyer Types,01,Market,Number,552.0
HPA02C01,Volume Of Sales,2013,2013,25,Donegal,02,Existing,1,Filings,01,Household Buyer - All,01,Market,Number,530.0
HPA02C01,Volume Of Sales,2013,2013,25,Donegal,02,Existing,2,Executions,-,All Buyer Types,01,Market,Number,552.0
HPA02C01,Volume Of Sales,2013,2013,25,Donegal,02,Existing,2,Executions,01,Household Buyer - All,01,Market,Number,530.0
HPA02C01,Volume Of Sales,2013,2013,26,Monaghan,01,New,1,Filings,-,All Buyer Types,01,Market,Number,74.0
HPA02C01,Volume Of Sales,2013,2013,26,Monaghan,01,New,1,Filings,01,Household Buyer - All,01,Market,Number,47.0
HPA02C01,Volume Of Sales,2013,2013,26,Monaghan,01,New,2,Executions,-,All Buyer Types,01,Market,Number,66.0
HPA02C01,Volume Of Sales,2013,2013,26,Monaghan,01,New,2,Executions,01,Household Buyer - All,01,Market,Number,54.0
HPA02C01,Volume Of Sales,2013,2013,26,Monaghan,02,Existing,1,Filings,-,All Buyer Types,01,Market,Number,130.0
HPA02C01,Volume Of Sales,2013,2013,26,Monaghan,02,Existing,1,Filings,01,Household Buyer - All,01,Market,Number,120.0
HPA02C01,Volume Of Sales,2013,2013,26,Monaghan,02,Existing,2,Executions,-,All Buyer Types,01,Market,Number,137.0
HPA02C01,Volume Of Sales,2013,2013,26,Monaghan,02,Existing,2,Executions,01,Household Buyer - All,01,Market,Number,126.0
HPA02C01,Volume Of Sales,2014,2014,-,All Counties,01,New,1,Filings,-,All Buyer Types,01,Market,Number,5373.0
HPA02C01,Volume Of Sales,2014,2014,-,All Counties,01,New,1,Filings,01,Household Buyer - All,01,Market,Number,4352.0
HPA02C01,Volume Of Sales,2014,2014,-,All Counties,01,New,2,Executions,-,All Buyer Types,01,Market,Number,5388.0
HPA02C01,Volume Of Sales,2014,2014,-,All Counties,01,New,2,Executions,01,Household Buyer - All,01,Market,Number,4402.0
HPA02C01,Volume Of Sales,2014,2014,-,All Counties,02,Existing,1,Filings,-,All Buyer Types,01,Market,Number,33582.0
HPA02C01,Volume Of Sales,2014,2014,-,All Counties,02,Existing,1,Filings,01,Household Buyer - All,01,Market,Number,30065.0
HPA02C01,Volume Of Sales,2014,2014,-,All Counties,02,Existing,2,Executions,-,All Buyer Types,01,Market,Number,35459.0
HPA02C01,Volume Of Sales,2014,2014,-,All Counties,02,Existing,2,Executions,01,Household Buyer - All,01,Market,Number,30855.0
HPA02C01,Volume Of Sales,2014,2014,01,Carlow,01,New,1,Filings,-,All Buyer Types,01,Market,Number,73.0
HPA02C01,Volume Of Sales,2014,2014,01,Carlow,01,New,1,Filings,01,Household Buyer - All,01,Market,Number,71.0
HPA02C01,Volume Of Sales,2014,2014,01,Carlow,01,New,2,Executions,-,All Buyer Types,01,Market,Number,74.0
HPA02C01,Volume Of Sales,2014,2014,01,Carlow,01,New,2,Executions,01,Household Buyer - All,01,Market,Number,71.0
HPA02C01,Volume Of Sales,2014,2014,01,Carlow,02,Existing,1,Filings,-,All Buyer Types,01,Market,Number,315.0
HPA02C01,Volume Of Sales,2014,2014,01,Carlow,02,Existing,1,Filings,01,Household Buyer - All,01,Market,Number,289.0
HPA02C01,Volume Of Sales,2014,2014,01,Carlow,02,Existing,2,Executions,-,All Buyer Types,01,Market,Number,319.0
HPA02C01,Volume Of Sales,2014,2014,01,Carlow,02,Existing,2,Executions,01,Household Buyer - All,01,Market,Number,297.0
HPA02C01,Volume Of Sales,2014,2014,02,Dublin,01,New,1,Filings,-,All Buyer Types,01,Market,Number,1679.0
HPA02C01,Volume Of Sales,2014,2014,02,Dublin,01,New,1,Filings,01,Household Buyer - All,01,Market,Number,1229.0
HPA02C01,Volume Of Sales,2014,2014,02,Dublin,01,New,2,Executions,-,All Buyer Types,01,Market,Number,1767.0
HPA02C01,Volume Of Sales,2014,2014,02,Dublin,01,New,2,Executions,01,Household Buyer - All,01,Market,Number,1245.0
HPA02C01,Volume Of Sales,2014,2014,02,Dublin,02,Existing,1,Filings,-,All Buyer Types,01,Market,Number,11857.0
HPA02C01,Volume Of Sales,2014,2014,02,Dublin,02,Existing,1,Filings,01,Household Buyer - All,01,Market,Number,9849.0
HPA02C01,Volume Of Sales,2014,2014,02,Dublin,02,Existing,2,Executions,-,All Buyer Types,01,Market,Number,12465.0
HPA02C01,Volume Of Sales,2014,2014,02,Dublin,02,Existing,2,Executions,01,Household Buyer - All,01,Market,Number,10002.0
HPA02C01,Volume Of Sales,2014,2014,03,Kildare,01,New,1,Filings,-,All Buyer Types,01,Market,Number,371.0
HPA02C01,Volume Of Sales,2014,2014,03,Kildare,01,New,1,Filings,01,Household Buyer - All,01,Market,Number,313.0
HPA02C01,Volume Of Sales,2014,2014,03,Kildare,01,New,2,Executions,-,All Buyer Types,01,Market,Number,324.0
HPA02C01,Volume Of Sales,2014,2014,03,Kildare,01,New,2,Executions,01,Household Buyer - All,01,Market,Number,313.0
HPA02C01,Volume Of Sales,2014,2014,03,Kildare,02,Existing,1,Filings,-,All Buyer Types,01,Market,Number,1379.0
HPA02C01,Volume Of Sales,2014,2014,03,Kildare,02,Existing,1,Filings,01,Household Buyer - All,01,Market,Number,1308.0
HPA02C01,Volume Of Sales,2014,2014,03,Kildare,02,Existing,2,Executions,-,All Buyer Types,01,Market,Number,1423.0
HPA02C01,Volume Of Sales,2014,2014,03,Kildare,02,Existing,2,Executions,01,Household Buyer - All,01,Market,Number,1327.0
HPA02C01,Volume Of Sales,2014,2014,04,Kilkenny,01,New,1,Filings,-,All Buyer Types,01,Market,Number,120.0
HPA02C01,Volume Of Sales,2014,2014,04,Kilkenny,01,New,1,Filings,01,Household Buyer - All,01,Market,Number,79.0
HPA02C01,Volume Of Sales,2014,2014,04,Kilkenny,01,New,2,Executions,-,All Buyer Types,01,Market,Number,112.0
HPA02C01,Volume Of Sales,2014,2014,04,Kilkenny,01,New,2,Executions,01,Household Buyer - All,01,Market,Number,72.0
HPA02C01,Volume Of Sales,2014,2014,04,Kilkenny,02,Existing,1,Filings,-,All Buyer Types,01,Market,Number,503.0
HPA02C01,Volume Of Sales,2014,2014,04,Kilkenny,02,Existing,1,Filings,01,Household Buyer - All,01,Market,Number,467.0
HPA02C01,Volume Of Sales,2014,2014,04,Kilkenny,02,Existing,2,Executions,-,All Buyer Types,01,Market,Number,516.0
HPA02C01,Volume Of Sales,2014,2014,04,Kilkenny,02,Existing,2,Executions,01,Household Buyer - All,01,Market,Number,477.0
HPA02C01,Volume Of Sales,2014,2014,05,Laois,01,New,1,Filings,-,All Buyer Types,01,Market,Number,116.0
HPA02C01,Volume Of Sales,2014,2014,05,Laois,01,New,1,Filings,01,Household Buyer - All,01,Market,Number,113.0
HPA02C01,Volume Of Sales,2014,2014,05,Laois,01,New,2,Executions,-,All Buyer Types,01,Market,Number,121.0
HPA02C01,Volume Of Sales,2014,2014,05,Laois,01,New,2,Executions,01,Household Buyer - All,01,Market,Number,118.0
HPA02C01,Volume Of Sales,2014,2014,05,Laois,02,Existing,1,Filings,-,All Buyer Types,01,Market,Number,475.0
HPA02C01,Volume Of Sales,2014,2014,05,Laois,02,Existing,1,Filings,01,Household Buyer - All,01,Market,Number,428.0
HPA02C01,Volume Of Sales,2014,2014,05,Laois,02,Existing,2,Executions,-,All Buyer Types,01,Market,Number,492.0
HPA02C01,Volume Of Sales,2014,2014,05,Laois,02,Existing,2,Executions,01,Household Buyer - All,01,Market,Number,451.0
HPA02C01,Volume Of Sales,2014,2014,06,Longford,01,New,1,Filings,-,All Buyer Types,01,Market,Number,74.0
HPA02C01,Volume Of Sales,2014,2014,06,Longford,01,New,1,Filings,01,Household Buyer - All,01,Market,Number,56.0
HPA02C01,Volume Of Sales,2014,2014,06,Longford,01,New,2,Executions,-,All Buyer Types,01,Market,Number,75.0
HPA02C01,Volume Of Sales,2014,2014,06,Longford,01,New,2,Executions,01,Household Buyer - All,01,Market,Number,59.0
HPA02C01,Volume Of Sales,2014,2014,06,Longford,02,Existing,1,Filings,-,All Buyer Types,01,Market,Number,277.0
HPA02C01,Volume Of Sales,2014,2014,06,Longford,02,Existing,1,Filings,01,Household Buyer - All,01,Market,Number,258.0
HPA02C01,Volume Of Sales,2014,2014,06,Longford,02,Existing,2,Executions,-,All Buyer Types,01,Market,Number,302.0
HPA02C01,Volume Of Sales,2014,2014,06,Longford,02,Existing,2,Executions,01,Household Buyer - All,01,Market,Number,266.0
HPA02C01,Volume Of Sales,2014,2014,07,Louth,01,New,1,Filings,-,All Buyer Types,01,Market,Number,136.0
HPA02C01,Volume Of Sales,2014,2014,07,Louth,01,New,1,Filings,01,Household Buyer - All,01,Market,Number,133.0
HPA02C01,Volume Of Sales,2014,2014,07,Louth,01,New,2,Executions,-,All Buyer Types,01,Market,Number,147.0
HPA02C01,Volume Of Sales,2014,2014,07,Louth,01,New,2,Executions,01,Household Buyer - All,01,Market,Number,143.0
HPA02C01,Volume Of Sales,2014,2014,07,Louth,02,Existing,1,Filings,-,All Buyer Types,01,Market,Number,872.0
HPA02C01,Volume Of Sales,2014,2014,07,Louth,02,Existing,1,Filings,01,Household Buyer - All,01,Market,Number,792.0
HPA02C01,Volume Of Sales,2014,2014,07,Louth,02,Existing,2,Executions,-,All Buyer Types,01,Market,Number,919.0
HPA02C01,Volume Of Sales,2014,2014,07,Louth,02,Existing,2,Executions,01,Household Buyer - All,01,Market,Number,816.0
HPA02C01,Volume Of Sales,2014,2014,08,Meath,01,New,1,Filings,-,All Buyer Types,01,Market,Number,226.0
HPA02C01,Volume Of Sales,2014,2014,08,Meath,01,New,1,Filings,01,Household Buyer - All,01,Market,Number,192.0
HPA02C01,Volume Of Sales,2014,2014,08,Meath,01,New,2,Executions,-,All Buyer Types,01,Market,Number,237.0
HPA02C01,Volume Of Sales,2014,2014,08,Meath,01,New,2,Executions,01,Household Buyer - All,01,Market,Number,202.0
HPA02C01,Volume Of Sales,2014,2014,08,Meath,02,Existing,1,Filings,-,All Buyer Types,01,Market,Number,1229.0
HPA02C01,Volume Of Sales,2014,2014,08,Meath,02,Existing,1,Filings,01,Household Buyer - All,01,Market,Number,1151.0
HPA02C01,Volume Of Sales,2014,2014,08,Meath,02,Existing,2,Executions,-,All Buyer Types,01,Market,Number,1313.0
HPA02C01,Volume Of Sales,2014,2014,08,Meath,02,Existing,2,Executions,01,Household Buyer - All,01,Market,Number,1205.0
HPA02C01,Volume Of Sales,2014,2014,09,Offaly,01,New,1,Filings,-,All Buyer Types,01,Market,Number,40.0
HPA02C01,Volume Of Sales,2014,2014,09,Offaly,01,New,1,Filings,01,Household Buyer - All,01,Market,Number,38.0
HPA02C01,Volume Of Sales,2014,2014,09,Offaly,01,New,2,Executions,-,All Buyer Types,01,Market,Number,39.0
HPA02C01,Volume Of Sales,2014,2014,09,Offaly,01,New,2,Executions,01,Household Buyer - All,01,Market,Number,37.0
HPA02C01,Volume Of Sales,2014,2014,09,Offaly,02,Existing,1,Filings,-,All Buyer Types,01,Market,Number,390.0
HPA02C01,Volume Of Sales,2014,2014,09,Offaly,02,Existing,1,Filings,01,Household Buyer - All,01,Market,Number,381.0
HPA02C01,Volume Of Sales,2014,2014,09,Offaly,02,Existing,2,Executions,-,All Buyer Types,01,Market,Number,412.0
HPA02C01,Volume Of Sales,2014,2014,09,Offaly,02,Existing,2,Executions,01,Household Buyer - All,01,Market,Number,397.0
HPA02C01,Volume Of Sales,2014,2014,10,Westmeath,01,New,1,Filings,-,All Buyer Types,01,Market,Number,108.0
HPA02C01,Volume Of Sales,2014,2014,10,Westmeath,01,New,1,Filings,01,Household Buyer - All,01,Market,Number,99.0
HPA02C01,Volume Of Sales,2014,2014,10,Westmeath,01,New,2,Executions,-,All Buyer Types,01,Market,Number,107.0
HPA02C01,Volume Of Sales,2014,2014,10,Westmeath,01,New,2,Executions,01,Household Buyer - All,01,Market,Number,94.0
HPA02C01,Volume Of Sales,2014,2014,10,Westmeath,02,Existing,1,Filings,-,All Buyer Types,01,Market,Number,695.0
HPA02C01,Volume Of Sales,2014,2014,10,Westmeath,02,Existing,1,Filings,01,Household Buyer - All,01,Market,Number,619.0
HPA02C01,Volume Of Sales,2014,2014,10,Westmeath,02,Existing,2,Executions,-,All Buyer Types,01,Market,Number,759.0
HPA02C01,Volume Of Sales,2014,2014,10,Westmeath,02,Existing,2,Executions,01,Household Buyer - All,01,Market,Number,636.0
HPA02C01,Volume Of Sales,2014,2014,11,Wexford,01,New,1,Filings,-,All Buyer Types,01,Market,Number,147.0
HPA02C01,Volume Of Sales,2014,2014,11,Wexford,01,New,1,Filings,01,Household Buyer - All,01,Market,Number,125.0
HPA02C01,Volume Of Sales,2014,2014,11,Wexford,01,New,2,Executions,-,All Buyer Types,01,Market,Number,155.0
HPA02C01,Volume Of Sales,2014,2014,11,Wexford,01,New,2,Executions,01,Household Buyer - All,01,Market,Number,133.0
HPA02C01,Volume Of Sales,2014,2014,11,Wexford,02,Existing,1,Filings,-,All Buyer Types,01,Market,Number,1186.0
HPA02C01,Volume Of Sales,2014,2014,11,Wexford,02,Existing,1,Filings,01,Household Buyer - All,01,Market,Number,1125.0
HPA02C01,Volume Of Sales,2014,2014,11,Wexford,02,Existing,2,Executions,-,All Buyer Types,01,Market,Number,1219.0
HPA02C01,Volume Of Sales,2014,2014,11,Wexford,02,Existing,2,Executions,01,Household Buyer - All,01,Market,Number,1140.0
HPA02C01,Volume Of Sales,2014,2014,12,Wicklow,01,New,1,Filings,-,All Buyer Types,01,Market,Number,139.0
HPA02C01,Volume Of Sales,2014,2014,12,Wicklow,01,New,1,Filings,01,Household Buyer - All,01,Market,Number,112.0
HPA02C01,Volume Of Sales,2014,2014,12,Wicklow,01,New,2,Executions,-,All Buyer Types,01,Market,Number,141.0
HPA02C01,Volume Of Sales,2014,2014,12,Wicklow,01,New,2,Executions,01,Household Buyer - All,01,Market,Number,113.0
HPA02C01,Volume Of Sales,2014,2014,12,Wicklow,02,Existing,1,Filings,-,All Buyer Types,01,Market,Number,1057.0
HPA02C01,Volume Of Sales,2014,2014,12,Wicklow,02,Existing,1,Filings,01,Household Buyer - All,01,Market,Number,1022.0
HPA02C01,Volume Of Sales,2014,2014,12,Wicklow,02,Existing,2,Executions,-,All Buyer Types,01,Market,Number,1087.0
HPA02C01,Volume Of Sales,2014,2014,12,Wicklow,02,Existing,2,Executions,01,Household Buyer - All,01,Market,Number,1046.0
HPA02C01,Volume Of Sales,2014,2014,13,Clare,01,New,1,Filings,-,All Buyer Types,01,Market,Number,130.0
HPA02C01,Volume Of Sales,2014,2014,13,Clare,01,New,1,Filings,01,Household Buyer - All,01,Market,Number,85.0
HPA02C01,Volume Of Sales,2014,2014,13,Clare,01,New,2,Executions,-,All Buyer Types,01,Market,Number,141.0
HPA02C01,Volume Of Sales,2014,2014,13,Clare,01,New,2,Executions,01,Household Buyer - All,01,Market,Number,96.0
HPA02C01,Volume Of Sales,2014,2014,13,Clare,02,Existing,1,Filings,-,All Buyer Types,01,Market,Number,787.0
HPA02C01,Volume Of Sales,2014,2014,13,Clare,02,Existing,1,Filings,01,Household Buyer - All,01,Market,Number,719.0
HPA02C01,Volume Of Sales,2014,2014,13,Clare,02,Existing,2,Executions,-,All Buyer Types,01,Market,Number,853.0
HPA02C01,Volume Of Sales,2014,2014,13,Clare,02,Existing,2,Executions,01,Household Buyer - All,01,Market,Number,743.0
HPA02C01,Volume Of Sales,2014,2014,14,Cork,01,New,1,Filings,-,All Buyer Types,01,Market,Number,563.0
HPA02C01,Volume Of Sales,2014,2014,14,Cork,01,New,1,Filings,01,Household Buyer - All,01,Market,Number,474.0
HPA02C01,Volume Of Sales,2014,2014,14,Cork,01,New,2,Executions,-,All Buyer Types,01,Market,Number,517.0
HPA02C01,Volume Of Sales,2014,2014,14,Cork,01,New,2,Executions,01,Household Buyer - All,01,Market,Number,473.0
HPA02C01,Volume Of Sales,2014,2014,14,Cork,02,Existing,1,Filings,-,All Buyer Types,01,Market,Number,3637.0
HPA02C01,Volume Of Sales,2014,2014,14,Cork,02,Existing,1,Filings,01,Household Buyer - All,01,Market,Number,3368.0
HPA02C01,Volume Of Sales,2014,2014,14,Cork,02,Existing,2,Executions,-,All Buyer Types,01,Market,Number,3823.0
HPA02C01,Volume Of Sales,2014,2014,14,Cork,02,Existing,2,Executions,01,Household Buyer - All,01,Market,Number,3479.0
HPA02C01,Volume Of Sales,2014,2014,15,Kerry,01,New,1,Filings,-,All Buyer Types,01,Market,Number,119.0
HPA02C01,Volume Of Sales,2014,2014,15,Kerry,01,New,1,Filings,01,Household Buyer - All,01,Market,Number,114.0
HPA02C01,Volume Of Sales,2014,2014,15,Kerry,01,New,2,Executions,-,All Buyer Types,01,Market,Number,129.0
HPA02C01,Volume Of Sales,2014,2014,15,Kerry,01,New,2,Executions,01,Household Buyer - All,01,Market,Number,124.0
HPA02C01,Volume Of Sales,2014,2014,15,Kerry,02,Existing,1,Filings,-,All Buyer Types,01,Market,Number,879.0
HPA02C01,Volume Of Sales,2014,2014,15,Kerry,02,Existing,1,Filings,01,Household Buyer - All,01,Market,Number,847.0
HPA02C01,Volume Of Sales,2014,2014,15,Kerry,02,Existing,2,Executions,-,All Buyer Types,01,Market,Number,957.0
HPA02C01,Volume Of Sales,2014,2014,15,Kerry,02,Existing,2,Executions,01,Household Buyer - All,01,Market,Number,887.0
HPA02C01,Volume Of Sales,2014,2014,16,Limerick,01,New,1,Filings,-,All Buyer Types,01,Market,Number,114.0
HPA02C01,Volume Of Sales,2014,2014,16,Limerick,01,New,1,Filings,01,Household Buyer - All,01,Market,Number,98.0
HPA02C01,Volume Of Sales,2014,2014,16,Limerick,01,New,2,Executions,-,All Buyer Types,01,Market,Number,134.0
HPA02C01,Volume Of Sales,2014,2014,16,Limerick,01,New,2,Executions,01,Household Buyer - All,01,Market,Number,113.0
HPA02C01,Volume Of Sales,2014,2014,16,Limerick,02,Existing,1,Filings,-,All Buyer Types,01,Market,Number,1304.0
HPA02C01,Volume Of Sales,2014,2014,16,Limerick,02,Existing,1,Filings,01,Household Buyer - All,01,Market,Number,1131.0
HPA02C01,Volume Of Sales,2014,2014,16,Limerick,02,Existing,2,Executions,-,All Buyer Types,01,Market,Number,1366.0
HPA02C01,Volume Of Sales,2014,2014,16,Limerick,02,Existing,2,Executions,01,Household Buyer - All,01,Market,Number,1161.0
HPA02C01,Volume Of Sales,2014,2014,17,Tipperary,01,New,1,Filings,-,All Buyer Types,01,Market,Number,73.0
